cooRowIndexHostPtr[0]=0; cooColIndexHostPtr[0]=0; cooValHostPtr[0]=-615.6962723589505;
cooRowIndexHostPtr[754]=189; cooColIndexHostPtr[754]=188; cooValHostPtr[754]=155.0365680897376;
cooRowIndexHostPtr[755]=189; cooColIndexHostPtr[755]=189; cooValHostPtr[755]=-314.0731361794753;
cooRowIndexHostPtr[756]=189; cooColIndexHostPtr[756]=190; cooValHostPtr[756]=155.0365680897376;
cooRowIndexHostPtr[757]=190; cooColIndexHostPtr[757]=90; cooValHostPtr[757]=-5.45;
cooRowIndexHostPtr[758]=190; cooColIndexHostPtr[758]=189; cooValHostPtr[758]=155.0365680897376;
cooRowIndexHostPtr[759]=190; cooColIndexHostPtr[759]=190; cooValHostPtr[759]=-314.0731361794753;
cooRowIndexHostPtr[760]=190; cooColIndexHostPtr[760]=191; cooValHostPtr[760]=155.0365680897376;
cooRowIndexHostPtr[761]=191; cooColIndexHostPtr[761]=91; cooValHostPtr[761]=-5.45;
cooRowIndexHostPtr[762]=191; cooColIndexHostPtr[762]=190; cooValHostPtr[762]=155.0365680897376;
cooRowIndexHostPtr[763]=191; cooColIndexHostPtr[763]=191; cooValHostPtr[763]=-314.0731361794753;
cooRowIndexHostPtr[764]=191; cooColIndexHostPtr[764]=192; cooValHostPtr[764]=155.0365680897376;
cooRowIndexHostPtr[765]=192; cooColIndexHostPtr[765]=92; cooValHostPtr[765]=-5.45;
cooRowIndexHostPtr[766]=192; cooColIndexHostPtr[766]=191; cooValHostPtr[766]=155.0365680897376;
cooRowIndexHostPtr[767]=192; cooColIndexHostPtr[767]=192; cooValHostPtr[767]=-314.0731361794753;
cooRowIndexHostPtr[768]=192; cooColIndexHostPtr[768]=193; cooValHostPtr[768]=155.0365680897376;
cooRowIndexHostPtr[769]=193; cooColIndexHostPtr[769]=93; cooValHostPtr[769]=-5.45;
cooRowIndexHostPtr[770]=193; cooColIndexHostPtr[770]=192; cooValHostPtr[770]=155.0365680897376;
cooRowIndexHostPtr[771]=193; cooColIndexHostPtr[771]=193; cooValHostPtr[771]=-314.0731361794753;
cooRowIndexHostPtr[772]=193; cooColIndexHostPtr[772]=194; cooValHostPtr[772]=155.0365680897376;
cooRowIndexHostPtr[773]=194; cooColIndexHostPtr[773]=94; cooValHostPtr[773]=-5.45;
cooRowIndexHostPtr[774]=194; cooColIndexHostPtr[774]=193; cooValHostPtr[774]=155.0365680897376;
cooRowIndexHostPtr[775]=194; cooColIndexHostPtr[775]=194; cooValHostPtr[775]=-314.0731361794753;
cooRowIndexHostPtr[776]=194; cooColIndexHostPtr[776]=195; cooValHostPtr[776]=155.0365680897376;
cooRowIndexHostPtr[777]=195; cooColIndexHostPtr[777]=95; cooValHostPtr[777]=-5.45;
cooRowIndexHostPtr[778]=195; cooColIndexHostPtr[778]=194; cooValHostPtr[778]=155.0365680897376;
cooRowIndexHostPtr[779]=195; cooColIndexHostPtr[779]=195; cooValHostPtr[779]=-314.0731361794753;
cooRowIndexHostPtr[780]=195; cooColIndexHostPtr[780]=196; cooValHostPtr[780]=155.0365680897376;
cooRowIndexHostPtr[781]=196; cooColIndexHostPtr[781]=96; cooValHostPtr[781]=-5.45;
cooRowIndexHostPtr[782]=196; cooColIndexHostPtr[782]=195; cooValHostPtr[782]=155.0365680897376;
cooRowIndexHostPtr[783]=196; cooColIndexHostPtr[783]=196; cooValHostPtr[783]=-314.0731361794753;
cooRowIndexHostPtr[784]=196; cooColIndexHostPtr[784]=197; cooValHostPtr[784]=155.0365680897376;
cooRowIndexHostPtr[785]=197; cooColIndexHostPtr[785]=97; cooValHostPtr[785]=-5.45;
cooRowIndexHostPtr[786]=197; cooColIndexHostPtr[786]=196; cooValHostPtr[786]=155.0365680897376;
cooRowIndexHostPtr[787]=197; cooColIndexHostPtr[787]=197; cooValHostPtr[787]=-314.0731361794753;
cooRowIndexHostPtr[788]=197; cooColIndexHostPtr[788]=198; cooValHostPtr[788]=155.0365680897376;
cooRowIndexHostPtr[789]=198; cooColIndexHostPtr[789]=98; cooValHostPtr[789]=-5.45;
cooRowIndexHostPtr[790]=198; cooColIndexHostPtr[790]=197; cooValHostPtr[790]=155.0365680897376;
cooRowIndexHostPtr[791]=198; cooColIndexHostPtr[791]=198; cooValHostPtr[791]=-314.0731361794753;
cooRowIndexHostPtr[792]=198; cooColIndexHostPtr[792]=199; cooValHostPtr[792]=155.0365680897376;
cooRowIndexHostPtr[793]=199; cooColIndexHostPtr[793]=99; cooValHostPtr[793]=-5.45;
cooRowIndexHostPtr[794]=199; cooColIndexHostPtr[794]=198; cooValHostPtr[794]=155.0365680897376;
cooRowIndexHostPtr[795]=199; cooColIndexHostPtr[795]=199; cooValHostPtr[795]=-314.0731361794753;
